Timestamp,Dónde estás trabajando,Dedicación,Contrato Plazo Fijo,Último salario mensual  o retiro BRUTO (en tu moneda CLP),Último salario mensual o retiro NETO (en tu moneda CLP),Pagos,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2023?,Que Porcentaje de ipc % te reajustaron,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Tiempo en el puesto actual,¿Cuántas personas a cargo tienes?,Plataformas que utilizas en tu puesto actual,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias?,¿Tienes turnos?,Cuánto cobrás por los turnos,Aclara el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,Tengo (edad),Me identifico (género),¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
11/30/2023 13:57:27,Región Metropolitana,Full-Time,Contrato Indefinido,1900000,1580000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,2,1.4,1.4,0,"Azure, Docker, Kubernetes","HTML, Javascript, Python, TypeScript","Angular, Flask",HANA,Jest,Más de 10000 personas,Híbrido (presencial y remoto),0,10,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,Duoc UC Universidad Católica,Terminar encuesta,,,,,23,Varón Cis,"Cencosud, accenture, Globant , Tata, Falabella "
11/30/2023 14:39:27,Región Metropolitana,Full-Time,Contrato Indefinido,3700000,3000000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,100,Mayo,1,seguro complementario,2,"No, pero escucho ofertas.",Developer,10,3.5,3.5,0,"Amazon Web Services, Firebase, Serverless","Javascript, Kotlin, TypeScript","Node.js, React.js","Amazon DynamoDB, MongoDB, PostgreSQL, SQLite","Jest, JUnit, Postman",De 101 a 200 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,35,hombre,
11/30/2023 15:17:10,Región Metropolitana,Full-Time,Contrato Indefinido,3970126,3970126,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance de la compañía,Dos,2,Agosto,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Pasajes de avión con descuento ",4,"No, estoy muy conforme.",Developer,7,3,3,3,"Google Cloud Platform, Linux, Microcontroladores","CSS, HTML, Javascript, TypeScript","Next.js, Node.js","Google Cloud Storage, Redis","Cucumber, Jest, Selenium",Más de 10000 personas,100% remoto,0,10,0,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,Duoc UC Universidad Católica,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,27,Varón Cis,
11/30/2023 15:55:01,Región de Coquimbo,Full-Time,Contrato Indefinido,3850000,3200000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,"Sí, estoy buscando activamente.",Architect,10,2,2,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenStack, Serverless, VMWare, Windows Server","Bash/Shell, PHP, Python, SQL","Laravel, WordPress","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, Oracle, Percona XtraBackup, Percona XtraDB Cluster, Percona Server, PostgreSQL, ProxySQL, Redis","JUnit, Postman, Selenium, SoapUI",De 101 a 200 personas,100% remoto,0,8,2,Responder sobre mis estudios,Maestría,En curso,Ingeniería en Infraestructura,Duoc UC Universidad Católica,Terminar encuesta,,,,,42,Prefiero no decir,"Accenture, Globant, Caylent"
11/30/2023 16:11:05,Región de Arica y Parinacota,Part-Time,Freelance,1000000,1000000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,0,Junio,1,"Clases de idiomas, Horarios flexibles, Sueldo dividido en dos pagos por mes, ",1,"No, pero escucho ofertas.",Tecnólogo médico en imagenología,2,0,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,0,0,Terminar encuesta,,,,,,,,,,30,Varón Cis,
11/30/2023 17:30:54,Región de Valparaíso,Full-Time,Contrato Indefinido,551031,629000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",Business Analyst,0,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,0,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Otra,Terminar encuesta,,,,,31,Mujer Cis,
11/30/2023 17:51:12,Región Metropolitana,Full-Time,Freelance,900000,750000,Cobro todo el salario en dólares,901,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Developer,1,0,0,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, Windows Server","CSS, HTML, Java, Javascript, PHP, Python, SQL","Bootstrap, Hibernate, Node.js, React.js, Spring, Vue.js, WordPress","MySQL, PostgreSQL",JUnit,De 11  a 50  personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,33,Varón Cis,"MercadoLibre, NotCo"
11/30/2023 17:58:28,Región Metropolitana,Full-Time,Contrato Indefinido,5000000,4000000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,10,Febrero,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",3,"No, pero escucho ofertas.",Performance engineer,10,4,4,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Microcontroladores, Serverless","Go, Groovy, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript","Next.js, Node.js, React.js, Spring, Vue.js","Amazon Redshift, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, Redis","Appium, Cucumber, Cypress, JUnit, Postman, Selenium, SoapUI, K6, jmeter",Más de 10000 personas,100% remoto,0,10,4,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,Otra,Terminar encuesta,"Sí, pasiva",4,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,41,Varón Cis,"Globant, 23 people"
12/1/2023 1:06:57,Región Metropolitana,Full-Time,Contrato Indefinido,1530000,1080500,Cobro todo el salario en pesos,,No,No recibo bono,Uno,0,Agosto,2,Descuento en gimnasios / Clases de gimnasia online,1,"No, pero escucho ofertas.",Developer,2,2,0,0,"Azure, Kubernetes",Java,Spring,"PostgreSQL, Redis","JUnit, Postman, RSpec",De 1001 a 2000 personas,100% remoto,0,7,1,Responder sobre mis estudios,Universitario,Completo,Administración,Instituto Profesional INACAP,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,35,Mujer Cis,
12/1/2023 8:41:19,Región de Antofagasta,Full-Time,Contrato Indefinido,1000000,1000000,Pesos,,De uno a tres sueldos,Mix de las anteriores,Uno,1,Junio,2,"Abono de celular, Abono de Internet",3,"No, pero escucho ofertas.",Tecnico,9,5,5,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,8,0,Terminar encuesta,,,,,,,,,,35,Prefiero no decir,No lo se
12/1/2023 10:54:34,Región Metropolitana,Full-Time,Contrato Indefinido,2600000,2000000,Cobro todo el salario en pesos,,De uno a tres sueldos,Mix de las anteriores,Uno,3,Noviembre,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, viajes gratis",4,"No, pero escucho ofertas.",Developer,3,0,0,0,Linux,"CSS, HTML, Java, Javascript, TypeScript","Node.js, React.js",MariaDB,"Cucumber, Jest, Postman, Puppeteer",Más de 10000 personas,100% remoto,0,9,3,Responder sobre mis estudios,Universitario,Completo,Ingeniería Comercial,Universidad Mayor,Terminar encuesta,,,,,33,Mujer Cis,"Thoughtworks, Perficent, Softserve"
12/1/2023 13:07:59,Región Metropolitana,Full-Time,Contrato plazo Fijo,1550000,1300000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs, opcion de trabajo remoto",3,"No, pero escucho ofertas.",Developer,2,0,0,0,Ninguna de las anteriores,"CSS, Javascript, TypeScript","React.js, React Native, Redux, Base UI, varias otras",Ninguna de las anteriores,"Ninguna de las anteriores, Vitest, Testing Library, Playwright, Maestro, Storybook",De 51 a 100 personas,Híbrido (presencial y remoto),3,8,5,Responder sobre mis estudios,Universitario,Completo,Ingenieria en Geomensura,Universidad de Santiago,Terminar encuesta,,,,,39,Prefiero no decir,"Ni idea, mi anterior trabajo y el actual ambos han sido buenos lugares, no conozco otros asi que no puedo opinar sobre ellos."
12/3/2023 0:01:53,Región Metropolitana,Full-Time,Contrato Indefinido,2563000,2063000,Cobro todo el salario en pesos,,Menos de un sueldo,Navidad y 18 de septiembre,No,0,No tuve,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",2,"No, pero escucho ofertas.",Developer,3,0,3,0,"Docker, Firebase, Kubernetes, Microcontroladores","CSS, HTML, Java, Javascript, Python, SQL","Angular, Bootstrap, Hibernate, jQuery, React.js, Spring","ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite","Cucumber, Jest, JUnit, Mocha, Postman, Selenium",De 201 a 500 personas,Híbrido (presencial y remoto),1,7,2,Responder sobre guardias,Terciario,Completo,Tecnicatura en prevencion de riesgos,Otra,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,34,Mujer Cis,"Mercado Libre, BCI, Cornershop (aunque están botando un gentio loco), Walmart, CitiGroup Chile, Globant"
12/3/2023 16:22:14,Región Metropolitana,Full-Time,Contrato Indefinido,1080000,898000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos",3,"No, pero escucho ofertas.",Developer,2,1,0,0,"OpenShift, VMWare",Java,Spring,Ninguna de las anteriores,Postman,De 101 a 200 personas,100% remoto,0,7,3,Responder sobre mis estudios,Universitario,Incompleto,Analista Programador,IACC,Terminar encuesta,,,,,48,Varón Cis,Globant
12/4/2023 2:36:46,Región Metropolitana,Full-Time,Contrato Indefinido,3050000,2000000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,Dos,6,Agosto,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Sala de lactancia en la oficina",3,"No, pero escucho ofertas.",Developer,5,0,5,0,Kubernetes,".NET, Java, TypeScript","Next.js, Spring","MongoDB, Oracle",Postman,De 1001 a 2000 personas,100% remoto,0,9,3,Responder sobre mis estudios,Terciario,Completo,Analista Programador,Duoc UC Universidad Católica,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Varón Cis,
12/4/2023 11:12:55,Región Metropolitana,Part-Time,Freelance,313793,273000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,0,0,0,0,Azure,".NET, CSS, HTML, Javascript, SQL, TypeScript",Angular,MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,3,Responder sobre mis estudios,Universitario,Completo,Ingenieria civil obras civiles,Otra,Responder sobre guardias,No,0,Neto,Terminar encuesta,30,Varón Cis,
12/4/2023 13:04:03,Región Metropolitana,Full-Time,Contrato Indefinido,2200000,2000000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,Dos,1,Noviembre,3,"Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,"No, pero escucho ofertas.",SysAdmin,20,12,10,2,"Linux, VMWare, Windows Server",".NET, C#, HTML, Javascript, PHP, Python, SQL, VBA",.NET Core,"MariaDB, Microsoft SQL Server, MySQL, SQLite","Telerik Studio, Visual Studio Coded UI",De 11  a 50  personas,100% presencial,0,7,4,Terminar encuesta,,,,,,,,,,44,Varón Cis,
12/4/2023 15:21:54,Región del Maule,Full-Time,Freelance,1,1,cesante,ojala tuviera un sueldo,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,0,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL, TypeScript","Angular, Bootstrap, jQuery, Node.js, React.js",MySQL,Ninguna de las anteriores,1 (solamente yo),100% remoto,0,0,1,Terminar encuesta,,,,,,,,,,32,Varón Cis,"En mi ciudad no hay, vivo en un pueblito aledaño, estan todas en santiago y mi unica posibilidad es trabajo remoto."
12/5/2023 18:38:56,Región Metropolitana,Full-Time,Contrato Indefinido,600000,600000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Abono de Internet,2,"No, pero escucho ofertas.",Consultant,0,1,0,0,IBM Cloud / Watson,SQL,Akka,Amazon DynamoDB,Appium,De 2 a 10 personas,100% remoto,0,5,2,Terminar encuesta,,,,,,,,,,26,Mujer Cis,
12/8/2023 18:07:51,Región Metropolitana,Full-Time,Contrato plazo Fijo,910000,800000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Estacionamiento gratuito / subvencionado,1,"Sí, estoy buscando activamente.",Developer,0,0,0,0,Firebase,"HTML, Javascript, TypeScript",Angular,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,1,1,Responder sobre mis estudios,Maestría,Completo,Desarrollo software,Otra,Terminar encuesta,,,,,39,Mujer,"Thoughtworks, "
12/9/2023 10:04:33,Región Metropolitana,Full-Time,Contrato Indefinido,2804583,2278444,Cobro todo el salario en pesos,,Un sueldo,Anual,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuentos varios (El mercurio, La Tercera , otro)",3,"No, pero escucho ofertas.",Developer,3,0,0,0,"Docker, Firebase","HTML, Java, Javascript, Kotlin, Swift, TypeScript",React.js,Amazon DynamoDB,"Jest, Puppeteer, SoapUI",De 101 a 200 personas,100% remoto,0,0,0,Terminar encuesta,,,,,,,,,,35,Varón Cis,Realmente no sé
12/9/2023 10:26:35,Región de O’Higgins,Full-Time,Contrato Indefinido,3900000,3100000,Cobro todo el salario en pesos,No aplica,De uno a tres sueldos,Performance individual,Tres,3,Octubre,3,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,"No, pero escucho ofertas.",Data Scientist,1,1,1,0,Azure,"Python, R, SQL","Spark, TensorFlow","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,10,5,Terminar encuesta,,,,,,,,,,33,Varón Cis,
12/9/2023 16:23:34,Región Metropolitana,Full-Time,Contrata / Planta estatal,3020000,2600000,Cobro todo el salario en pesos,No,Un sueldo,Mix de las anteriores,Uno,8,Enero,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Lider UX,10,2,2,3,"Suite adobe y Figma, maze ",R,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,0,2,Responder sobre mis estudios,Maestría,Completo,Diseño de Productos,Duoc UC Universidad Católica,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,43,Mujer Cis,"Mercado libre, Globant, Amazon"
12/12/2023 10:05:41,Región Metropolitana,Full-Time,Contrato Indefinido,2246402,1900000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"Sí, estoy buscando activamente.",Project Manager,9,1,1.5,80,"Amazon Web Services, Docker, Kubernetes, Serverless","CSS, Kotlin, Python, SQL, TypeScript","Angular, Flask, Next.js, Node.js, React.js","Amazon DynamoDB, MongoDB, MySQL, Neo4j",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,4,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,Universidad Andrés Bello,Responder sobre guardias,No,0,Neto,Terminar encuesta,28,Mujer Cis,"Buk, Ntt data, mercado libre, cencosud, "
12/19/2023 17:21:10,Región Metropolitana,Full-Time,Contrato Indefinido,3269267,2600000,Cobro todo el salario en pesos,,No,No recibo bono,Dos,0,Junio,4,"Abono de Internet, Capacitaciones y/o cursos",4,"No, estoy muy conforme.",Sr Systems Engineer,10,8,4,0,"Amazon Web Services, Azure, Kubernetes, Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"HANA, MariaDB, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,9,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,IACC,Terminar encuesta,"Sí, pasiva",160000,Neto,Responder sobre mis estudios,36,Varón Cis,
12/19/2023 22:08:18,Región del Ñuble,Full-Time,Contrato Indefinido,3100000,2400000,Cobro todo el salario en pesos,,Un sueldo,Performance de la compañía,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Viáticos",3,"No, estoy muy conforme.",SRE (Site Reliability Engineer),15,0,0,10,"Amazon Web Services, Azure, Docker, Firebase, Kubernetes, Linux, Serverless, VMWare, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL","Postman, SoapUI",De 501 a 1000 personas,100% remoto,0,8,4,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Informática,,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,41,Varón Cis,
12/20/2023 11:00:45,Región Metropolitana,Full-Time,Contrato Indefinido,1306000,1370000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Stock options / RSUs",1,"Sí, estoy buscando activamente.",Recruiter / HR,4,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),3,0,4,Responder sobre mis estudios,Posgrado/Especialización,Completo,psicología,Universidad Alberto Hurtado,Terminar encuesta,,,,,29,Varón Cis,
12/30/2023 12:46:04,Región Metropolitana,Full-Time,Contrato Indefinido,1350000,,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Abono de Internet,2,"No, pero escucho ofertas.",Developer,2,2,2,0,"Google Cloud Platform, Linux","Bash/Shell, Dart, HTML, Javascript, Python, SQL","Bootstrap, Flask, jQuery, Node.js, React.js","Google Cloud Storage, MariaDB, MongoDB, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,0,Responder sobre mis estudios,Universitario,Completo,Ingenierio Civil en Informatica,Universidad del Bío Bío,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,25,Prefiero no decir,
1/8/2024 7:58:45,Región Metropolitana,Full-Time,Contrato Indefinido,1130000,920000,Cobro todo el salario en pesos,,Un sueldo,No recibo bono,Uno,0,Noviembre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Jardin Infantil",2,"No, pero escucho ofertas.",QA / Tester,1,1,1,0,"Jira, octane, control m, browserstack, postman",Javascript,SAP,"Microsoft SQL Server, MongoDB, MySQL","JUnit, Postman, SoapUI, Visual Studio Coded UI",De 51 a 100 personas,100% remoto,0,10,0,Terminar encuesta,,,,,,,,,,40,Masculino,Qanova
1/8/2024 8:01:24,Región Metropolitana,Full-Time,Contrato Indefinido,2463000,2360000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, bono por arriendo de equipo (notebook)",3,"No, pero escucho ofertas.",Developer,11,0,0,0,"Amazon Web Services, Serverless","CSS, HTML, Javascript, Python, TypeScript","Angular, Node.js, Serverless Framework, ionic",Amazon DynamoDB,Postman,De 5001 a 10000 personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,35,Varón Cis,
1/8/2024 8:04:02,Región Metropolitana,Full-Time,Contrato Indefinido,1845000,2200000,Cobro todo el salario en pesos,,Un sueldo,Bono fin de conflicto,Uno,9,Mayo,2,"Abono de Internet, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Jardin Infantil",3,"No, pero escucho ofertas.",Project Manager,7,5,2,0,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, Linux, SAP, Solaris, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,5,3,Terminar encuesta,,,,,,,,,,33,Mujer,
1/8/2024 8:04:14,Región de Valparaíso,Full-Time,Contrato Indefinido,2000000,1270000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Descuento en colegios,2,"No, pero escucho ofertas.",Technical Leader,10,0,8,0,VMWare,".NET, C#, Java, Javascript, PHP, Python, SQL",WordPress,"Microsoft SQL Server, MySQL, Oracle, SQLite","OpenQA, Xunit",De 501 a 1000 personas,Híbrido (presencial y remoto),2,8,0,Terminar encuesta,,,,,,,,,,38,Prefiero no decir,No se
1/8/2024 8:10:30,Región Metropolitana,Full-Time,Contrato Indefinido,1200000,1000000,,,No,No recibo bono,Uno,100,Julio,2,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,25,5,5,0,"Linux, Windows Server","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel","MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,5,2,3,Terminar encuesta,,,,,,,,,,48,Bigénero,
1/8/2024 8:14:52,Región de Coquimbo,Full-Time,Contrata / Planta estatal,1900000,1600000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Viáticos,1,"Sí, estoy buscando activamente.",architect + sysadmin,20,16,12,3,"Docker, Linux, Windows Server, XCP","Javascript, PHP, SQL","jQuery, Laravel, Node.js, Slim","ElasticSearch, Informix, MariaDB, MongoDB, Oracle, PostgreSQL, Redis",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,0,3,Responder sobre mis estudios,Maestría,Completo,Ingeniería en Informática,Universidad Técnica Federico Santa María.,Responder sobre guardias,"Sí, pasiva",0,Neto,Terminar encuesta,42,Varón Cis,Minería
1/8/2024 8:19:19,Región Metropolitana,Full-Time,Contrato Indefinido,4561000,3700000,Cobro todo el salario en pesos,,De uno a tres sueldos,Mix de las anteriores,Dos,5,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, pero escucho ofertas.",Technical Leader,10,3,1,8,"Docker, Firebase","CSS, HTML, Javascript, TypeScript","Angular, Node.js","ElasticSearch, MongoDB, Redis","Cypress, Jest, Postman, SoapUI",De 5001 a 10000 personas,Híbrido (presencial y remoto),1,4,2,Terminar encuesta,,,,,,,,,,35,Varón Cis,Mercado Libre
1/8/2024 8:23:56,Región Metropolitana,Full-Time,Contrato plazo Fijo,1300000,1100000,,,No,No recibo bono,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",2,"Sí, estoy buscando activamente.",Developer,0,0,0,0,Azure,"Bash/Shell, CSS, HTML, Java, Javascript, SQL","Angular, Hibernate, Spring",MySQL,"Jest, Postman",Más de 10000 personas,100% remoto,0,0,3,Responder sobre guardias,Terciario,Completo,Contabilidad,Instituto Profesional INACAP,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,36,Mujer Cis,
1/8/2024 8:28:39,Región del Ñuble,Full-Time,Contrato Indefinido,2060995,1648796,Cobro todo el salario en pesos,,No,No recibo bono,Tres,0.3,Septiembre,3,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Developer,20,20,14,0,"Linux, Mainframe, VMWare, Windows Server","Bash/Shell, COBOL, CSS, Javascript, PHP, Python, SQL, VBA","Flask, Acucobol (Extend Cobol)","MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,5,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Instituto Profesional INACAP,Responder sobre guardias,No,0,Bruto,Terminar encuesta,38,Varón Cis,
1/8/2024 8:36:34,Región Metropolitana,Full-Time,Contrato Indefinido,2600000,2300000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (El mercurio, La Tercera , otro), Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",Test automation engineer,3,1,0,0,Ninguna de las anteriores,"Java, Javascript, TypeScript",Spring,Ninguna de las anteriores,"Cucumber, Jest, Mocha, Postman, Webdriverio",De 5001 a 10000 personas,100% remoto,0,8,4,Responder sobre mis estudios,Universitario,Completo,Traducción inglés-español,Universidad de Las Américas,Responder sobre guardias,No,0,Neto,Terminar encuesta,33,No binarie,No lo se
1/8/2024 8:40:25,Región Metropolitana,Full-Time,Contrato Indefinido,40000000,33000000,Cobro todo el salario en pesos,,Un sueldo,Performance de la compañía,Uno,5,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles",4,"No, pero escucho ofertas.",Developer,10,3,3,0,"Docker, OpenShift","HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Laravel, Node.js, React.js, Spring","Microsoft SQL Server, MongoDB, MySQL","Jest, Postman",De 501 a 1000 personas,100% remoto,0,8,5,Terminar encuesta,,,,,,,,,,31,no lo sé,
